epoch,train_loss,val_loss,val_acc_lvl1,val_f1_lvl1,val_acc_lvl2,val_f1_lvl2,val_composite_f1
1,1.2306207903881663,1.1487124399705366,0.5058139534883721,0.45396825396825397,0.46511627906976744,0.12808382394168769,0.2910260389549708
2,0.9760530363653124,0.9041420410979878,0.7267441860465116,0.6327958210311152,0.7383720930232558,0.28747927031509124,0.4601375456731032
3,0.6049686482502628,0.9654341726140543,0.9418604651162791,0.8643960895616525,0.9186046511627907,0.5208349993989589,0.6926155444803057
4,0.3347153940919748,0.7692891455848109,0.9011627906976745,0.8043230944254836,0.8837209302325582,0.42657969075230445,0.615451392588894
5,0.15357672056356042,0.880086375400424,0.936046511627907,0.8538205980066444,0.936046511627907,0.48450292397660827,0.6691617609916264
6,0.05750260978322668,1.3701988633891398,0.9476744186046512,0.8698612862547289,0.936046511627907,0.4932301153612629,0.6815457008079959
